Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,age,make,model,mileage_new,engine_new,power_new,KM_Driven
Coimbatore,Diesel,Manual,First,5.0,5.27,4,honda,amaze,25.8,1498.0,98.6,51
Mumbai,Petrol,Manual,First,5.0,3.95,5,honda,brio,18.5,1198.0,86.8,22
Kochi,Petrol,Manual,First,5.0,3.38,10,hyundai,i20,17.0,1197.0,80.0,30
Kolkata,Petrol,Manual,First,5.0,1.99,10,honda,jazz,16.7,1198.0,88.8,45
Coimbatore,Petrol,Manual,First,5.0,5.84,3,hyundai,grand,18.9,1197.0,82.0,33
Coimbatore,Petrol,Manual,First,5.0,6.69,6,maruti,swift,19.1,1197.0,85.8,57
Mumbai,Petrol,Manual,First,5.0,3.1,8,volkswagen,polo,16.47,1198.0,73.9,41
Jaipur,Petrol,Manual,First,8.0,1.55,8,maruti,omni,19.7,796.0,35.0,65
Coimbatore,Petrol,Automatic,First,5.0,6.84,1,hyundai,grand,18.9,1197.0,81.86,12
Hyderabad,Petrol,Manual,First,4.0,1.6,6,tata,nano,25.4,624.0,37.5,16
Mumbai,Petrol,Manual,First,5.0,4.75,5,volkswagen,polo,16.47,1198.0,74.0,22
Chennai,Petrol,Manual,First,5.0,2.45,5,maruti,alto,22.74,796.0,47.3,63
Jaipur,Petrol,Manual,First,5.0,4.25,4,hyundai,grand,18.9,1197.0,82.0,22
Mumbai,Petrol,Manual,First,5.0,5.5,6,chevrolet,sail,18.2,1199.0,82.4,10
Kolkata,Petrol,Manual,First,5.0,4.0,5,maruti,swift,20.85,1197.0,83.14,107
Kochi,Petrol,Manual,First,5.0,4.65,3,tata,zest,17.57,1193.0,88.7,48
Hyderabad,Diesel,Manual,First,5.0,3.9,7,maruti,ritz,21.1,1248.0,73.9,85
Jaipur,Petrol,Manual,First,5.0,5.6,3,hyundai,grand,18.9,1197.0,81.86,14
Pune,Diesel,Manual,Third,5.0,2.25,8,maruti,dzire,28.4,1248.0,73.75,150
Pune,Petrol,Manual,Second,5.0,2.0,14,maruti,wagon,18.9,998.0,67.1,52
Mumbai,Petrol,Manual,First,5.0,3.5,9,volkswagen,polo,16.47,1198.0,73.9,20
Chennai,Petrol,Manual,First,5.0,3.45,6,maruti,wagon,22.5,998.0,67.04,52
Kolkata,Diesel,Manual,First,5.0,4.5,7,maruti,swift,23.4,1248.0,74.0,43
Bangalore,Petrol,Manual,First,5.0,5.5,4,hyundai,grand,18.9,1197.0,82.0,51
Mumbai,Diesel,Manual,First,5.0,3.0,7,nissan,micra,23.08,1461.0,63.1,69
Coimbatore,Petrol,Manual,First,5.0,6.08,3,hyundai,grand,18.9,1197.0,81.86,62
Pune,Petrol,Manual,First,5.0,2.1,7,hyundai,eon,21.1,814.0,55.2,30
Ahmedabad,Petrol,Manual,Second,5.0,1.4,16,maruti,wagon,17.3,1061.0,64.0,60
Delhi,Diesel,Manual,First,5.0,4.3,6,maruti,swift,22.9,1248.0,74.0,50
Kochi,Diesel,Manual,First,7.0,6.91,5,maruti,ertiga,20.77,1248.0,88.76,58
Jaipur,Diesel,Manual,Second,5.0,4.0,10,maruti,swift,19.3,1248.0,73.9,130
Hyderabad,Diesel,Manual,First,5.0,3.65,9,maruti,ritz,23.2,1248.0,73.94,79
Kochi,Petrol,Manual,First,5.0,4.51,5,honda,brio,19.4,1198.0,86.8,49
Coimbatore,Diesel,Manual,First,5.0,3.7,6,tata,manza,21.02,1248.0,88.8,54
Delhi,Petrol,Manual,First,5.0,4.15,5,maruti,swift,18.6,1197.0,85.8,62
Mumbai,Petrol,Manual,First,5.0,4.25,3,honda,amaze,18.0,1198.0,86.7,32
Chennai,Petrol,Manual,Third,5.0,0.8,18,ford,ikon,13.8,1299.0,70.0,65
Hyderabad,Petrol,Manual,First,5.0,2.25,12,maruti,a-star,19.0,998.0,66.1,51
Kolkata,Diesel,Manual,First,7.0,4.85,4,tata,sumo,14.07,1948.0,83.1,46
Chennai,Diesel,Manual,Second,5.0,2.5,8,nissan,micra,23.19,1461.0,63.12,93
Pune,Petrol,Manual,First,4.0,0.5,17,maruti,800,16.1,796.0,37.0,52
Delhi,Diesel,Manual,First,5.0,4.5,6,maruti,sx4,21.5,1248.0,88.8,90
Bangalore,Petrol,Automatic,First,5.0,4.75,7,hyundai,i20,15.0,1396.0,98.6,72
Pune,Diesel,Manual,First,5.0,4.65,5,honda,amaze,25.8,1498.0,98.6,110
Ahmedabad,Diesel,Manual,First,5.0,4.65,7,maruti,dzire,28.4,1248.0,73.75,56
Kolkata,Petrol,Manual,First,5.0,3.15,7,maruti,swift,18.6,1197.0,85.8,60
Chennai,Diesel,Manual,First,5.0,4.5,8,maruti,swift,22.9,1248.0,74.0,63
Mumbai,Petrol,Manual,First,5.0,4.31,4,maruti,swift,20.4,1197.0,81.8,29
Kochi,Petrol,Manual,First,5.0,6.2,4,honda,jazz,18.7,1199.0,88.7,25
Kochi,Petrol,Manual,First,5.0,3.32,9,volkswagen,polo,16.47,1198.0,73.9,58
Bangalore,Petrol,Manual,First,5.0,4.7,7,toyota,etios,16.78,1496.0,88.73,132
Kolkata,Petrol,Manual,First,5.0,7.34,2,ford,freestyle,19.0,1194.0,94.68,8
Delhi,Petrol,Manual,First,5.0,6.9,4,maruti,baleno,21.4,1197.0,83.1,17
Mumbai,Petrol,Manual,First,5.0,5.9,4,honda,jazz,18.2,1199.0,88.7,31
Ahmedabad,Diesel,Manual,First,5.0,4.1,6,honda,amaze,25.8,1498.0,98.6,81
Jaipur,Diesel,Manual,First,5.0,5.25,6,maruti,swift,23.4,1248.0,74.0,75
Kolkata,Diesel,Manual,Second,5.0,1.2,8,tata,indica,22.3,1248.0,74.0,80
Delhi,Diesel,Manual,First,5.0,4.45,5,honda,amaze,25.8,1498.0,98.6,58
Kochi,Diesel,Manual,First,5.0,4.38,5,maruti,ritz,23.2,1248.0,73.94,57
Kochi,Diesel,Manual,First,5.0,7.9,4,maruti,ciaz,28.09,1248.0,88.5,40
Coimbatore,Petrol,Automatic,First,5.0,7.29,2,maruti,baleno,21.4,1197.0,83.1,34
Hyderabad,Diesel,Manual,First,5.0,6.0,8,ford,fiesta,23.5,1498.0,88.7,45
Jaipur,Petrol,Manual,First,5.0,1.5,11,maruti,alto,19.7,796.0,46.3,63
Coimbatore,Petrol,Manual,First,5.0,3.32,8,hyundai,santro,17.92,1086.0,62.1,43
Kochi,Diesel,Manual,First,5.0,4.94,5,maruti,swift,22.9,1248.0,74.0,46
Hyderabad,Petrol,Manual,First,5.0,3.4,4,renault,kwid,25.17,799.0,53.3,48
Kochi,Diesel,Manual,First,5.0,4.17,7,maruti,swift,22.9,1248.0,74.0,56
Hyderabad,Petrol,Manual,Second,5.0,1.25,15,maruti,zen,17.3,993.0,60.0,84
Mumbai,Petrol,Automatic,First,5.0,5.45,4,hyundai,grand,18.9,1197.0,82.0,9
Jaipur,Diesel,Manual,First,5.0,2.59,8,tata,manza,21.12,1248.0,88.8,79
Delhi,Petrol,Manual,Second,5.0,2.45,10,maruti,swift,17.5,1197.0,85.8,72
Pune,Petrol,Manual,Second,5.0,1.8,9,chevrolet,beat,18.6,1199.0,79.4,48
Mumbai,Petrol,Manual,First,5.0,4.9,5,honda,jazz,18.7,1199.0,88.7,31
Jaipur,Petrol,Manual,First,5.0,2.25,10,nissan,micra,18.06,1198.0,75.0,75
Coimbatore,Petrol,Automatic,First,5.0,8.89,3,maruti,ciaz,19.12,1373.0,91.1,51
Kolkata,Diesel,Manual,First,5.0,5.65,2,ford,aspire,26.1,1498.0,99.0,17
Jaipur,Diesel,Manual,First,7.0,7.0,6,maruti,ertiga,20.77,1248.0,88.8,57
Hyderabad,Petrol,Manual,First,5.0,2.95,4,maruti,alto,22.74,796.0,47.3,9
Chennai,Petrol,Manual,First,5.0,3.3,7,honda,brio,19.4,1198.0,86.8,53
Jaipur,Petrol,Manual,First,5.0,2.3,13,honda,city,12.8,1493.0,100.0,75
Delhi,Diesel,Manual,First,5.0,3.1,7,toyota,etios,23.59,1364.0,67.06,64
Chennai,Petrol,Manual,First,5.0,6.75,3,honda,jazz,18.7,1199.0,88.7,11
Kochi,Diesel,Manual,First,7.0,8.87,3,mahindra,tuv,18.49,1493.0,100.0,57
Pune,Diesel,Manual,First,7.0,4.5,8,maruti,ertiga,20.77,1248.0,88.76,168
Hyderabad,Diesel,Manual,First,7.0,8.75,4,maruti,ertiga,20.77,1248.0,88.8,85
Kolkata,Petrol,Manual,First,5.0,2.21,9,hyundai,i10,20.36,1197.0,78.9,35
Jaipur,Petrol,Manual,First,5.0,1.6,8,maruti,omni,16.8,796.0,34.2,126
Delhi,Petrol,Automatic,First,5.0,6.25,4,honda,amaze,15.5,1198.0,86.7,19
Ahmedabad,Diesel,Manual,First,5.0,6.25,5,maruti,ciaz,28.09,1248.0,88.5,52
Delhi,Diesel,Manual,First,5.0,5.1,7,ford,ecosport,22.7,1498.0,89.84,65
Hyderabad,Diesel,Manual,First,5.0,5.7,4,hyundai,grand,24.0,1120.0,70.0,75
Kochi,Diesel,Manual,First,5.0,2.4,8,chevrolet,beat,25.44,936.0,56.3,42
Mumbai,Diesel,Manual,First,7.0,3.49,7,mahindra,quanto,17.21,1493.0,100.0,35
Hyderabad,Petrol,Automatic,First,5.0,4.0,9,hyundai,i10,19.2,1197.0,80.0,54
Delhi,Diesel,Manual,First,5.0,3.85,7,toyota,etios,23.59,1364.0,67.04,84
Jaipur,Petrol,Manual,Second,5.0,3.0,7,hyundai,i10,20.36,1197.0,78.9,75
Kochi,Petrol,Manual,First,5.0,6.7,2,ford,figo,18.16,1196.0,86.8,24
Coimbatore,Petrol,Manual,First,5.0,6.14,4,maruti,ritz,18.5,1197.0,85.8,22
Bangalore,Petrol,Automatic,Second,5.0,4.4,8,hyundai,i20,15.0,1396.0,98.6,58
Pune,Diesel,Manual,First,5.0,4.25,3,maruti,swift,26.59,1248.0,74.0,57
Kochi,Petrol,Manual,First,5.0,4.45,3,hyundai,eon,20.3,998.0,68.05,30
Kolkata,Diesel,Manual,First,5.0,2.4,9,hyundai,i20,21.9,1396.0,90.0,38
Coimbatore,Petrol,Automatic,First,5.0,6.93,3,maruti,swift,18.5,1197.0,83.14,46
Ahmedabad,Diesel,Manual,First,5.0,4.25,6,hyundai,i20,21.9,1396.0,90.0,64
Chennai,Petrol,Manual,First,5.0,4.9,5,hyundai,grand,18.9,1197.0,82.0,15
Mumbai,Diesel,Manual,First,5.0,4.5,6,hyundai,i20,23.0,1396.0,90.0,32
Jaipur,Petrol,Manual,First,5.0,3.0,4,renault,kwid,25.17,799.0,53.3,12
Chennai,Petrol,Automatic,First,5.0,5.8,5,hyundai,xcent,16.9,1197.0,82.0,59
Chennai,Petrol,Automatic,First,5.0,3.5,5,maruti,celerio,23.1,998.0,67.04,55
Pune,Petrol,Manual,First,5.0,2.0,10,maruti,wagon,18.9,998.0,67.1,71
Chennai,Diesel,Manual,First,5.0,4.0,8,hyundai,i20,21.9,1396.0,88.8,70
Ahmedabad,Petrol,Manual,First,5.0,3.75,6,hyundai,i10,20.36,1197.0,78.9,51
Mumbai,Diesel,Manual,First,5.0,6.15,6,honda,city,26.0,1498.0,98.6,25
Pune,Petrol,Manual,First,5.0,2.4,8,maruti,alto,20.92,998.0,67.1,12
Pune,Diesel,Manual,Fourth & Above,5.0,2.15,11,maruti,swift,17.8,1248.0,75.0,80
Kolkata,Petrol,Manual,First,5.0,3.75,4,hyundai,grand,18.9,1197.0,82.0,21
Mumbai,Petrol,Manual,Second,5.0,2.15,9,ford,figo,15.6,1196.0,70.0,32
Bangalore,Petrol,Manual,First,5.0,4.75,5,hyundai,grand,18.9,1197.0,81.86,50
Ahmedabad,Diesel,Manual,First,5.0,4.35,6,honda,amaze,25.8,1498.0,98.6,61
Kochi,Petrol,Manual,First,5.0,4.27,3,hyundai,i10,19.81,1086.0,68.05,42
Jaipur,Diesel,Manual,Second,5.0,4.25,8,renault,duster,20.45,1461.0,83.8,97
Kochi,Diesel,Manual,First,5.0,8.61,3,maruti,vitara,24.3,1248.0,88.5,35
Coimbatore,Diesel,Manual,First,5.0,9.25,2,ford,ecosport,23.0,1498.0,98.96,32
Coimbatore,Petrol,Manual,First,5.0,7.53,2,volkswagen,polo,16.47,1198.0,74.0,22
Chennai,Petrol,Automatic,First,5.0,4.15,8,honda,brio,16.5,1198.0,86.8,31
Coimbatore,Petrol,Manual,First,5.0,5.84,3,ford,figo,18.16,1196.0,86.8,30
Pune,Petrol,Manual,First,5.0,3.55,7,hyundai,i10,20.36,1197.0,78.9,45
Hyderabad,Petrol,Manual,First,5.0,8.9,2,hyundai,i20,18.6,1197.0,81.83,11
Hyderabad,Diesel,Manual,Second,5.0,2.5,14,skoda,octavia,16.4,1896.0,90.0,121
Mumbai,Petrol,Manual,Second,5.0,1.8,15,hyundai,getz,15.3,1341.0,61.0,90
Chennai,Diesel,Manual,First,5.0,2.25,10,ford,figo,20.0,1399.0,68.0,78
Mumbai,Petrol,Manual,First,5.0,4.35,5,volkswagen,polo,16.47,1198.0,74.0,27
Hyderabad,Diesel,Manual,First,5.0,4.99,8,hyundai,i20,23.0,1396.0,90.0,42
Coimbatore,Petrol,Automatic,First,5.0,9.15,2,honda,jazz,19.0,1199.0,88.7,12
Mumbai,Petrol,Automatic,First,5.0,3.65,7,renault,scala,17.97,1498.0,99.6,7
Pune,Petrol,Manual,First,5.0,3.11,3,maruti,alto,22.74,796.0,47.3,38
Kochi,Petrol,Manual,First,5.0,4.57,7,toyota,etios,17.6,1496.0,88.73,56
Mumbai,Petrol,Manual,First,5.0,5.32,6,hyundai,i20,17.0,1197.0,80.0,17
Hyderabad,Petrol,Manual,First,5.0,3.2,8,hyundai,i10,20.36,1197.0,78.9,53
Kochi,Diesel,Manual,First,5.0,5.63,4,maruti,swift,25.2,1248.0,74.0,67
Hyderabad,Petrol,Manual,First,5.0,3.0,5,hyundai,eon,21.1,814.0,55.2,19
Delhi,Diesel,Manual,First,5.0,1.2,9,tata,indigo,23.57,1396.0,70.0,80
Delhi,Petrol,Manual,First,5.0,2.15,5,maruti,alto,22.74,796.0,47.3,61
Pune,Diesel,Manual,First,5.0,3.05,10,volkswagen,polo,22.07,1199.0,73.9,39
Hyderabad,Petrol,Manual,First,5.0,2.3,12,hyundai,santro,17.92,1086.0,62.1,80
Kolkata,Petrol,Manual,First,5.0,4.95,4,maruti,swift,20.4,1197.0,81.8,34
Hyderabad,Diesel,Manual,First,5.0,4.75,7,renault,scala,21.64,1461.0,84.8,130
Coimbatore,Diesel,Manual,First,5.0,10.15,2,maruti,vitara,24.3,1248.0,88.5,52
Kolkata,Petrol,Manual,First,5.0,2.65,9,nissan,micra,18.06,1198.0,75.0,44
Hyderabad,Diesel,Manual,First,5.0,3.8,5,ford,figo,20.0,1399.0,68.05,84
Chennai,Petrol,Manual,Second,5.0,3.75,9,toyota,etios,17.71,1197.0,78.9,42
Jaipur,Diesel,Manual,Third,5.0,4.11,7,hyundai,i20,21.27,1396.0,88.76,129
Chennai,Petrol,Manual,Second,5.0,4.25,5,ford,figo,18.16,1196.0,86.8,32
Jaipur,Petrol,Manual,First,5.0,0.9,13,chevrolet,aveo,15.26,1150.0,74.9,140
Hyderabad,Petrol,Manual,First,5.0,1.85,14,hyundai,getz,15.3,1341.0,83.0,63
Kolkata,Diesel,Manual,First,5.0,3.25,7,honda,amaze,25.8,1498.0,98.6,39
Coimbatore,Diesel,Manual,First,5.0,7.34,6,ford,ecosport,22.7,1498.0,89.84,70
Kolkata,Diesel,Manual,First,5.0,4.25,5,volkswagen,crosspolo,20.14,1498.0,88.5,26
Delhi,Petrol,Manual,First,5.0,6.45,4,hyundai,elite,18.6,1197.0,81.86,13
Jaipur,Petrol,Manual,Second,5.0,0.99,15,maruti,wagon,17.3,1061.0,64.0,115
Jaipur,Petrol,Manual,First,5.0,6.1,4,hyundai,elite,18.6,1197.0,81.86,30
Ahmedabad,Petrol,Manual,First,5.0,8.25,3,honda,wrv,17.5,1199.0,88.7,32
Bangalore,Petrol,Manual,First,5.0,4.65,7,volkswagen,polo,16.47,1198.0,73.9,74
Bangalore,Petrol,Manual,First,5.0,4.4,6,hyundai,grand,18.9,1197.0,81.86,61
Kolkata,Petrol,Manual,First,5.0,3.99,6,maruti,swift,19.1,1197.0,85.8,33
Kochi,Diesel,Manual,First,5.0,5.27,6,ford,ecosport,22.7,1498.0,89.84,71
Ahmedabad,Diesel,Manual,First,5.0,7.25,4,honda,city,26.0,1498.0,98.6,67
Chennai,Diesel,Manual,Second,5.0,1.6,12,tata,indigo,17.0,1405.0,70.0,99
Chennai,Petrol,Manual,First,5.0,3.0,10,hyundai,i10,20.36,1197.0,78.9,26
Mumbai,Petrol,Manual,First,5.0,4.95,5,honda,jazz,18.7,1199.0,88.7,27
Hyderabad,Diesel,Manual,First,5.0,8.99,4,maruti,sx4,23.65,1248.0,88.5,82
Coimbatore,Petrol,Manual,First,5.0,6.16,4,volkswagen,polo,16.47,1198.0,73.9,26
Hyderabad,Diesel,Manual,First,5.0,3.5,10,maruti,ritz,21.1,1248.0,73.9,110
Jaipur,Petrol,Manual,First,5.0,4.5,6,honda,amaze,19.5,1199.0,88.76,69
Hyderabad,Petrol,Manual,First,5.0,7.75,3,hyundai,i20,18.6,1197.0,81.83,12
Hyderabad,Diesel,Manual,First,5.0,6.6,6,renault,duster,20.45,1461.0,83.8,77
Kochi,Petrol,Manual,First,5.0,4.98,6,hyundai,grand,18.9,1197.0,82.0,48
Mumbai,Diesel,Manual,First,5.0,5.55,6,ford,ecosport,22.7,1498.0,89.84,69
Hyderabad,Petrol,Manual,First,5.0,1.8,12,chevrolet,aveo,14.49,1399.0,92.7,55
Hyderabad,Petrol,Manual,First,5.0,6.25,3,volkswagen,polo,16.2,1199.0,74.0,18
Hyderabad,Diesel,Manual,Second,7.0,6.8,5,mahindra,xylo,14.95,2489.0,93.7,129
Hyderabad,Petrol,Automatic,First,5.0,3.0,11,hyundai,i10,19.2,1197.0,80.0,50
Coimbatore,Petrol,Manual,First,5.0,5.5,6,hyundai,grand,18.9,1197.0,81.86,33
Mumbai,Petrol,Manual,First,5.0,5.65,5,hyundai,i20,18.6,1197.0,81.83,25
Ahmedabad,Diesel,Manual,First,8.0,3.25,7,chevrolet,enjoy,18.2,1248.0,73.8,71
Jaipur,Diesel,Manual,First,5.0,1.55,7,chevrolet,beat,25.44,936.0,57.6,98
Coimbatore,Petrol,Manual,First,5.0,6.72,4,hyundai,i20,18.6,1197.0,81.83,44
Hyderabad,Diesel,Manual,First,7.0,3.8,8,mahindra,quanto,17.21,1493.0,100.0,90
Pune,Petrol,Manual,First,5.0,2.3,10,maruti,wagon,18.9,998.0,67.1,91
Jaipur,Diesel,Manual,First,7.0,8.7,4,maruti,ertiga,24.52,1248.0,88.5,50
Delhi,Diesel,Manual,First,5.0,4.95,5,hyundai,xcent,24.4,1120.0,71.01,58
Jaipur,Diesel,Manual,First,5.0,4.25,8,maruti,swift,22.9,1248.0,74.0,80
Pune,Diesel,Manual,Second,5.0,6.0,5,hyundai,i20,22.54,1396.0,88.73,54
Hyderabad,Petrol,Manual,First,6.0,4.1,4,mahindra,kuv,18.15,1198.0,82.0,24
Kolkata,Petrol,Manual,First,5.0,2.01,7,maruti,alto,24.7,796.0,47.3,24
Hyderabad,Petrol,Manual,First,5.0,2.6,10,fiat,punto,15.7,1172.0,67.0,59
Kolkata,Petrol,Manual,First,5.0,2.35,8,maruti,wagon,18.9,998.0,67.1,40
Chennai,Petrol,Manual,First,5.0,2.9,7,honda,brio,19.4,1198.0,86.8,42
Coimbatore,Diesel,Manual,Second,5.0,9.18,3,hyundai,i20,22.54,1396.0,88.73,24
Kochi,Petrol,Manual,First,5.0,5.53,3,honda,amaze,17.8,1198.0,86.7,61
Chennai,Petrol,Manual,First,6.0,3.75,4,mahindra,kuv,18.15,1198.0,82.0,13
Bangalore,Petrol,Manual,Second,5.0,5.25,6,volkswagen,polo,16.47,1198.0,74.0,30
Jaipur,Diesel,Manual,First,5.0,5.1,5,maruti,swift,28.4,1248.0,74.0,63
Delhi,Diesel,Manual,First,5.0,3.5,6,honda,amaze,25.8,1498.0,98.6,66
Hyderabad,Diesel,Manual,First,5.0,5.55,8,hyundai,verna,23.5,1396.0,88.7,93
Ahmedabad,Petrol,Manual,First,5.0,3.91,8,maruti,swift,18.6,1197.0,85.8,48
Chennai,Petrol,Manual,First,5.0,2.19,10,chevrolet,beat,18.6,1199.0,79.4,66
Coimbatore,Petrol,Automatic,First,5.0,6.89,3,hyundai,grand,18.9,1197.0,82.0,27
Coimbatore,Petrol,Manual,Second,5.0,3.47,9,ford,figo,15.6,1196.0,70.0,51
Pune,Petrol,Manual,First,5.0,2.85,10,maruti,swift,16.1,1298.0,88.2,75
Hyderabad,Petrol,Manual,First,5.0,6.3,5,honda,jazz,18.2,1199.0,88.7,37
Chennai,Diesel,Manual,First,5.0,4.75,6,volkswagen,polo,20.14,1498.0,88.8,70
Hyderabad,Diesel,Manual,First,5.0,5.8,7,nissan,terrano,19.87,1461.0,83.14,65
Kochi,Petrol,Manual,First,5.0,4.65,6,hyundai,i20,18.5,1197.0,82.9,44
Kolkata,Petrol,Manual,First,7.0,3.25,4,datsun,go,19.44,1198.0,67.0,12
Mumbai,Petrol,Automatic,First,5.0,4.45,6,honda,amaze,15.5,1198.0,86.7,39
Chennai,Petrol,Manual,First,5.0,0.8,12,tata,indigo,14.4,1396.0,65.0,73
Chennai,Diesel,Manual,First,5.0,5.95,2,hyundai,grand,24.0,1186.0,73.97,48
Delhi,Diesel,Manual,First,5.0,3.47,6,ford,figo,20.0,1399.0,68.05,66
Delhi,Petrol,Manual,First,5.0,3.1,8,volkswagen,polo,16.47,1198.0,73.9,52
Hyderabad,Diesel,Manual,First,5.0,7.99,5,maruti,s,23.65,1248.0,88.5,61
Bangalore,Diesel,Manual,First,7.0,8.75,5,maruti,ertiga,20.77,1248.0,88.8,74
Hyderabad,Petrol,Automatic,First,5.0,4.19,7,hyundai,i10,19.2,1197.0,80.0,89
Jaipur,Petrol,Manual,Second,5.0,2.11,14,honda,city,16.9,1497.0,100.0,95
Jaipur,Petrol,Manual,First,6.0,6.25,2,mahindra,kuv,18.15,1198.0,82.0,15
Coimbatore,Diesel,Manual,First,5.0,4.45,7,ford,figo,20.0,1399.0,68.05,65
Hyderabad,Petrol,Manual,First,5.0,1.75,13,chevrolet,aveo,15.26,1150.0,74.9,33
Hyderabad,Diesel,Manual,First,5.0,5.1,4,ford,figo,25.83,1498.0,99.0,71
Kolkata,Petrol,Automatic,First,5.0,5.74,4,maruti,baleno,21.4,1197.0,83.1,20
Hyderabad,Petrol,Manual,First,5.0,3.3,10,maruti,swift,16.1,1197.0,85.0,71
Chennai,Diesel,Automatic,First,5.0,8.9,3,maruti,dzire,28.4,1248.0,73.75,19
Jaipur,Petrol,Manual,First,5.0,1.8,7,hyundai,eon,21.1,814.0,55.2,70
Delhi,Diesel,Manual,First,7.0,5.99,6,maruti,ertiga,20.77,1248.0,88.76,54
Kochi,Petrol,Manual,First,5.0,4.94,5,honda,amaze,18.0,1198.0,86.7,51
Jaipur,Petrol,Manual,Third,5.0,1.5,13,ford,fiesta,16.6,1388.0,68.0,125
Delhi,Diesel,Manual,First,7.0,6.5,6,maruti,ertiga,20.77,1248.0,88.8,22
Delhi,Diesel,Manual,First,5.0,3.71,7,hyundai,grand,24.0,1120.0,70.0,63
Pune,Petrol,Manual,First,5.0,5.0,2,hyundai,xcent,20.14,1197.0,81.86,31
Ahmedabad,Petrol,Manual,First,5.0,1.99,12,hyundai,i10,19.81,1086.0,68.05,60
Mumbai,Petrol,Manual,First,5.0,4.25,3,honda,amaze,18.0,1198.0,86.7,32
Mumbai,Petrol,Manual,First,5.0,2.95,9,hyundai,i10,20.36,1197.0,78.9,9
Pune,Petrol,Manual,First,5.0,3.5,2,renault,kwid,25.17,799.0,53.3,5
Jaipur,Petrol,Manual,First,5.0,2.75,5,maruti,alto,22.74,796.0,47.3,50
Pune,Petrol,Manual,First,5.0,2.7,9,volkswagen,polo,16.2,1199.0,74.0,36
Mumbai,Diesel,Manual,First,5.0,9.9,3,hyundai,creta,21.38,1396.0,88.7,35
Kolkata,Diesel,Manual,First,5.0,3.96,6,maruti,swift,23.4,1248.0,74.0,38
Chennai,Diesel,Manual,First,7.0,8.25,5,maruti,ertiga,20.77,1248.0,88.8,40
Coimbatore,Petrol,Manual,First,5.0,7.58,2,hyundai,i20,18.6,1197.0,81.83,20
Hyderabad,Diesel,Manual,First,5.0,3.99,6,hyundai,grand,24.0,1120.0,70.0,73
Hyderabad,Petrol,Manual,First,5.0,1.75,13,maruti,alto,19.7,796.0,46.3,52
Kolkata,Diesel,Manual,First,5.0,4.1,8,hyundai,verna,24.8,1396.0,88.7,38
Coimbatore,Diesel,Manual,First,5.0,3.56,5,ford,figo,20.0,1399.0,68.0,92
Hyderabad,Diesel,Manual,First,5.0,9.5,3,ford,ecosport,22.7,1498.0,89.84,32
Hyderabad,Diesel,Manual,First,5.0,5.1,4,ford,figo,25.83,1498.0,99.0,100
Jaipur,Diesel,Manual,First,5.0,1.6,10,ford,ikon,13.8,1399.0,68.0,135
Pune,Petrol,Automatic,First,5.0,3.85,8,hyundai,i20,15.0,1396.0,98.6,56
Bangalore,Petrol,Manual,First,5.0,3.5,4,renault,kwid,25.17,799.0,53.3,20
Chennai,Petrol,Manual,Third,5.0,1.1,12,chevrolet,spark,18.0,995.0,62.0,62
Hyderabad,Diesel,Manual,First,5.0,7.95,5,maruti,swift,26.59,1248.0,74.0,62
Jaipur,Diesel,Manual,First,5.0,5.49,3,hyundai,xcent,25.4,1186.0,73.97,60
Mumbai,Petrol,Automatic,First,5.0,6.95,3,honda,jazz,19.0,1199.0,88.7,17
Chennai,Diesel,Manual,Second,5.0,4.45,7,ford,fiesta,17.8,1399.0,67.0,123
Kolkata,Diesel,Manual,First,5.0,6.99,4,maruti,s-cross,25.1,1248.0,88.5,45
Kochi,Petrol,Automatic,First,5.0,7.54,2,maruti,baleno,21.4,1197.0,83.1,25
Bangalore,Diesel,Manual,First,5.0,3.65,4,maruti,ritz,23.2,1248.0,73.94,120
Kolkata,Petrol,Manual,First,5.0,1.4,8,chevrolet,spark,16.2,995.0,62.1,11
Mumbai,Petrol,Manual,First,5.0,6.45,3,hyundai,i20,18.6,1197.0,81.83,3
Hyderabad,Diesel,Manual,First,5.0,4.4,4,hyundai,xcent,24.4,1120.0,71.0,106
Delhi,Petrol,Automatic,First,5.0,5.95,5,honda,jazz,19.0,1199.0,88.7,27
Ahmedabad,Petrol,Manual,First,5.0,3.9,7,honda,brio,19.4,1198.0,86.8,11
Pune,Diesel,Manual,First,5.0,4.5,3,hyundai,xcent,24.4,1120.0,71.0,73
Pune,Diesel,Manual,First,5.0,7.5,5,ford,ecosport,22.7,1498.0,89.84,55
Coimbatore,Petrol,Automatic,First,4.0,3.41,3,tata,nano,21.9,624.0,37.48,18
Pune,Petrol,Manual,Second,5.0,3.25,7,honda,brio,19.4,1198.0,86.8,45
Hyderabad,Diesel,Manual,First,7.0,8.3,4,maruti,ertiga,24.52,1248.0,88.5,112
Bangalore,Petrol,Manual,First,5.0,3.45,10,hyundai,i10,20.36,1197.0,78.9,29
Coimbatore,Petrol,Manual,First,7.0,4.3,4,maruti,eeco,15.1,1196.0,73.0,42
Ahmedabad,Diesel,Manual,First,5.0,3.9,8,maruti,swift,22.9,1248.0,74.0,65
Pune,Petrol,Automatic,First,5.0,6.41,4,maruti,baleno,21.4,1197.0,83.1,27
Chennai,Petrol,Manual,First,5.0,3.85,6,hyundai,xcent,19.1,1197.0,82.0,51
